SKU,Title,Description,Stock,Price,Assets,DataSheet,Brand,Category
ZB4BVB5,"Schneider Harmony XB4, Light block with body/fixing collar, metal, orange, integral LED, 24 V AC/DC ZB4BVB5","This Harmony XB4, light block with body/fixing collar is orange, operates with an integral LED. It has a metal body and is compatible with Harmony XB4 pilot lights. This light block allows fast and easy replacement and configuration of your signaling units. It is easily installed and replaced on compatible illuminated push button or selector switch units via clip together assembly and connected with simple screw-clamp connections. It enables visual distinction of signaling units via illumination by integral LED. It protects operators from unexpected contact with live circuits thanks to its IP20 protection index. It is designed to fit with a standard 22mm control and signaling units, ensuring compatibility when installing in pre-existing machinery. Its wide range of operating temperatures from -40°C to 55°C allows versatility in usage of product.                 ",200,11.27,https://download.schneider-electric.com/files?p_Doc_Ref=101239&p_File_Type=rendition_4000_png,https://www.se.com/uk/en/product/download-pdf/ZB4BVB5,Schneider,"Push Buttons, Switches, Pilot Lights and Joysticks"
ZB4BVB6,"Schneider Harmony XB4, Light block with body/fixing collar, metal, blue, integral LED, 24 V AC/DC ZB4BVB6","This Harmony XB4, light block with body/fixing collar is blue, operates with an integral LED. It has a metal body and is compatible with Harmony XB4 pilot lights. This light block allows fast and easy replacement and configuration of your signaling units. It is easily installed and replaced on compatible illuminated push button or selector switch units via clip together assembly and connected with simple screw-clamp connections. It enables visual distinction of signaling units via illumination by integral LED. It protects operators from unexpected contact with live circuits thanks to its IP20 protection index. It is designed to fit with a standard 22mm control and signaling units, ensuring compatibility when installing in pre-existing machinery. Its wide range of operating temperatures from -40°C to 55°C allows versatility in usage of product.                 ",200,11.21,https://download.schneider-electric.com/files?p_Doc_Ref=101239&p_File_Type=rendition_4000_png,https://www.se.com/uk/en/product/download-pdf/ZB4BVB6,Schneider,"Push Buttons, Switches, Pilot Lights and Joysticks"
ZB4BVBG4,"Schneider Harmony XB4, Light block with body/fixing collar, metal, red, integral LED, 24…120 V AC/DC ZB4BVBG4","This Harmony XB4, light block with body/fixing collar is red, operates with an integral LED. It has a metal body and is compatible with Harmony XB4 pilot lights. This light block allows fast and easy replacement and configuration of your signaling units. It is easily installed and replaced on compatible illuminated push button or selector switch units via clip together assembly and connected with simple screw-clamp connections. It enables visual distinction of signaling units via illumination by integral LED. It protects operators from unexpected contact with live circuits thanks to its IP20 protection index. It is designed to fit with a standard 22mm control and signaling units, ensuring compatibility when installing in pre-existing machinery. Its wide range of operating temperatures from -40°C to 55°C allows versatility in usage of product.                 ",200,17.48,https://download.schneider-electric.com/files?p_Doc_Ref=101239&p_File_Type=rendition_4000_png,https://www.se.com/uk/en/product/download-pdf/ZB4BVBG4,Schneider,"Push Buttons, Switches, Pilot Lights and Joysticks"
ZB4BVBG5,"Schneider Harmony XB4, Light block with body/fixing collar, metal, orange, integral LED, 24…120 V AC/DC ZB4BVBG5","This Harmony XB4, light block with body/fixing collar is orange, operates with an integral LED. It has a metal body and is compatible with Harmony XB4 pilot lights. This light block allows fast and easy replacement and configuration of your signaling units. It is easily installed and replaced on compatible illuminated push button or selector switch units via clip together assembly and connected with simple screw-clamp connections. It enables visual distinction of signaling units via illumination by integral LED. It protects operators from unexpected contact with live circuits thanks to its IP20 protection index. It is designed to fit with a standard 22mm control and signaling units, ensuring compatibility when installing in pre-existing machinery. Its wide range of operating temperatures from -40°C to 55°C allows versatility in usage of product.                 ",200,17.48,https://download.schneider-electric.com/files?p_Doc_Ref=101239&p_File_Type=rendition_4000_png,https://www.se.com/uk/en/product/download-pdf/ZB4BVBG5,Schneider,"Push Buttons, Switches, Pilot Lights and Joysticks"
ZB4BVG1,"Schneider Harmony XB4, Light block with body/fixing collar, metal, white, integral LED, 110…120 V AC ZB4BVG1","This Harmony XB4, light block with body/fixing collar is white, operates with an integral LED. It has a metal body and is compatible with Harmony XB4 pilot lights. This light block allows fast and easy replacement and configuration of your signaling units. It is easily installed and replaced on compatible illuminated push button or selector switch units via clip together assembly and connected with simple screw-clamp connections. It enables visual distinction of signaling units via illumination by integral LED. It protects operators from unexpected contact with live circuits thanks to its IP20 protection index. It is designed to fit with a standard 22mm control and signaling units, ensuring compatibility when installing in pre-existing machinery. Its wide range of operating temperatures from -40°C to 55°C allows versatility in usage of product.                 ",200,16.53,https://download.schneider-electric.com/files?p_Doc_Ref=101239&p_File_Type=rendition_4000_png,https://www.se.com/uk/en/product/download-pdf/ZB4BVG1,Schneider,"Push Buttons, Switches, Pilot Lights and Joysticks"
ZB4BVG3,"Schneider Harmony XB4, Light block with body/fixing collar, metal, green, integral LED, 110…120 V AC ZB4BVG3","This Harmony XB4, light block with body/fixing collar is green, operates with an integral LED. It has a metal body and is compatible with Harmony XB4 pilot lights. This light block allows fast and easy replacement and configuration of your signaling units. It is easily installed and replaced on compatible illuminated push button or selector switch units via clip together assembly and connected with simple screw-clamp connections. It enables visual distinction of signaling units via illumination by integral LED. It protects operators from unexpected contact with live circuits thanks to its IP20 protection index. It is designed to fit with a standard 22mm control and signaling units, ensuring compatibility when installing in pre-existing machinery. Its wide range of operating temperatures from -40°C to 55°C allows versatility in usage of product.                 ",200,16.53,https://download.schneider-electric.com/files?p_Doc_Ref=101239&p_File_Type=rendition_4000_png,https://www.se.com/uk/en/product/download-pdf/ZB4BVG3,Schneider,"Push Buttons, Switches, Pilot Lights and Joysticks"
ZB4BVG4,"Schneider Harmony XB4, Light block with body/fixing collar, metal, red, integral LED, 110…120 V AC ZB4BVG4","This Harmony XB4, light block with body/fixing collar is red, operates with an integral LED. It has a metal body and is compatible with Harmony XB4 pilot lights. This light block allows fast and easy replacement and configuration of your signaling units. It is easily installed and replaced on compatible illuminated push button or selector switch units via clip together assembly and connected with simple screw-clamp connections. It enables visual distinction of signaling units via illumination by integral LED. It protects operators from unexpected contact with live circuits thanks to its IP20 protection index. It is designed to fit with a standard 22mm control and signaling units, ensuring compatibility when installing in pre-existing machinery. Its wide range of operating temperatures from -40°C to 55°C allows versatility in usage of product.                 ",200,16.53,https://download.schneider-electric.com/files?p_Doc_Ref=101239&p_File_Type=rendition_4000_png,https://www.se.com/uk/en/product/download-pdf/ZB4BVG4,Schneider,"Push Buttons, Switches, Pilot Lights and Joysticks"
ZB4BVG5,"Schneider Harmony XB4, Light block with body/fixing collar, metal, orange, integral LED, 110…120 V AC ZB4BVG5","This Harmony XB4, light block with body/fixing collar is orange, operates with an integral LED. It has a metal body and is compatible with Harmony XB4 pilot lights. This light block allows fast and easy replacement and configuration of your signaling units. It is easily installed and replaced on compatible illuminated push button or selector switch units via clip together assembly and connected with simple screw-clamp connections. It enables visual distinction of signaling units via illumination by integral LED. It protects operators from unexpected contact with live circuits thanks to its IP20 protection index. It is designed to fit with a standard 22mm control and signaling units, ensuring compatibility when installing in pre-existing machinery. Its wide range of operating temperatures from -40°C to 55°C allows versatility in usage of product.                 ",200,16.53,https://download.schneider-electric.com/files?p_Doc_Ref=101239&p_File_Type=rendition_4000_png,https://www.se.com/uk/en/product/download-pdf/ZB4BVG5,Schneider,"Push Buttons, Switches, Pilot Lights and Joysticks"
ZB4BVG6,"Schneider Harmony XB4, Light block with body/fixing collar, metal, blue, integral LED, 110…120 V AC ZB4BVG6","This Harmony XB4, light block with body/fixing collar is blue, operates with an integral LED. It has a metal body and is compatible with Harmony XB4 pilot lights. This light block allows fast and easy replacement and configuration of your signaling units. It is easily installed and replaced on compatible illuminated push button or selector switch units via clip together assembly and connected with simple screw-clamp connections. It enables visual distinction of signaling units via illumination by integral LED. It protects operators from unexpected contact with live circuits thanks to its IP20 protection index. It is designed to fit with a standard 22mm control and signaling units, ensuring compatibility when installing in pre-existing machinery. Its wide range of operating temperatures from -40°C to 55°C allows versatility in usage of product.                 ",200,16.53,https://download.schneider-electric.com/files?p_Doc_Ref=101239&p_File_Type=rendition_4000_png,https://www.se.com/uk/en/product/download-pdf/ZB4BVG6,Schneider,"Push Buttons, Switches, Pilot Lights and Joysticks"
ZB4BVM1,"Schneider Harmony XB4, Light block with body/fixing collar, metal, white, integral LED, 230…240 V AC ZB4BVM1","This Harmony XB4, light block with body/fixing collar is white, operates with an integral LED. It has a metal body and is compatible with Harmony XB4 pilot lights. This light block allows fast and easy replacement and configuration of your signaling units. It is easily installed and replaced on compatible illuminated push button or selector switch units via clip together assembly and connected with simple screw-clamp connections. It enables visual distinction of signaling units via illumination by integral LED. It protects operators from unexpected contact with live circuits thanks to its IP20 protection index. It is designed to fit with a standard 22mm control and signaling units, ensuring compatibility when installing in pre-existing machinery. Its wide range of operating temperatures from -40°C to 55°C allows versatility in usage of product.                 ",200,21.94,https://download.schneider-electric.com/files?p_Doc_Ref=101239&p_File_Type=rendition_4000_png,https://www.se.com/uk/en/product/download-pdf/ZB4BVM1,Schneider,"Push Buttons, Switches, Pilot Lights and Joysticks"
ZB4BVM3,"Schneider Harmony XB4, Light block with body/fixing collar, metal, green, integral LED, 230…240 V AC ZB4BVM3","This Harmony XB4, light block with body/fixing collar is green, operates with an integral LED. It has a metal body and is compatible with Harmony XB4 pilot lights. This light block allows fast and easy replacement and configuration of your signaling units. It is easily installed and replaced on compatible illuminated push button or selector switch units via clip together assembly and connected with simple screw-clamp connections. It enables visual distinction of signaling units via illumination by integral LED. It protects operators from unexpected contact with live circuits thanks to its IP20 protection index. It is designed to fit with a standard 22mm control and signaling units, ensuring compatibility when installing in pre-existing machinery. Its wide range of operating temperatures from -40°C to 55°C allows versatility in usage of product.                 ",200,21.46,https://download.schneider-electric.com/files?p_Doc_Ref=101239&p_File_Type=rendition_4000_png,https://www.se.com/uk/en/product/download-pdf/ZB4BVM3,Schneider,"Push Buttons, Switches, Pilot Lights and Joysticks"
ZB4BVM4,"Schneider Harmony XB4, Light block with body/fixing collar, metal, red, integral LED, 230…240 V AC ZB4BVM4","This Harmony XB4, light block with body/fixing collar is red, operates with an integral LED. It has a metal body and is compatible with Harmony XB4 pilot lights. This light block allows fast and easy replacement and configuration of your signaling units. It is easily installed and replaced on compatible illuminated push button or selector switch units via clip together assembly and connected with simple screw-clamp connections. It enables visual distinction of signaling units via illumination by integral LED. It protects operators from unexpected contact with live circuits thanks to its IP20 protection index. It is designed to fit with a standard 22mm control and signaling units, ensuring compatibility when installing in pre-existing machinery. Its wide range of operating temperatures from -40°C to 55°C allows versatility in usage of product.                 ",200,21.52,https://download.schneider-electric.com/files?p_Doc_Ref=101239&p_File_Type=rendition_4000_png,https://www.se.com/uk/en/product/download-pdf/ZB4BVM4,Schneider,"Push Buttons, Switches, Pilot Lights and Joysticks"
ZB4BVM5,"Schneider Harmony XB4, Light block with body/fixing collar, metal, orange, integral LED, 230…240 V AC ZB4BVM5","This Harmony XB4, light block with body/fixing collar is orange, operates with an integral LED. It has a metal body and is compatible with Harmony XB4 pilot lights. This light block allows fast and easy replacement and configuration of your signaling units. It is easily installed and replaced on compatible illuminated push button or selector switch units via clip together assembly and connected with simple screw-clamp connections. It enables visual distinction of signaling units via illumination by integral LED. It protects operators from unexpected contact with live circuits thanks to its IP20 protection index. It is designed to fit with a standard 22mm control and signaling units, ensuring compatibility when installing in pre-existing machinery. Its wide range of operating temperatures from -40°C to 55°C allows versatility in usage of product.                 ",200,21.66,https://download.schneider-electric.com/files?p_Doc_Ref=101239&p_File_Type=rendition_4000_png,https://www.se.com/uk/en/product/download-pdf/ZB4BVM5,Schneider,"Push Buttons, Switches, Pilot Lights and Joysticks"
ZB4BVM6,"Schneider Harmony XB4, Light block with body/fixing collar, metal, blue, integral LED, 230…240 V AC ZB4BVM6","This Harmony XB4, light block with body/fixing collar is blue, operates with an integral LED. It has a metal body and is compatible with Harmony XB4 pilot lights. This light block allows fast and easy replacement and configuration of your signaling units. It is easily installed and replaced on compatible illuminated push button or selector switch units via clip together assembly and connected with simple screw-clamp connections. It enables visual distinction of signaling units via illumination by integral LED. It protects operators from unexpected contact with live circuits thanks to its IP20 protection index. It is designed to fit with a standard 22mm control and signaling units, ensuring compatibility when installing in pre-existing machinery. Its wide range of operating temperatures from -40°C to 55°C allows versatility in usage of product.                 ",200,21.01,https://download.schneider-electric.com/files?p_Doc_Ref=101239&p_File_Type=rendition_4000_png,https://www.se.com/uk/en/product/download-pdf/ZB4BVM6,Schneider,"Push Buttons, Switches, Pilot Lights and Joysticks"
ZB4BW061,"Schneider Harmony XB4, Light block with body/fixing collar, metal, for BA9s bulb, <lt/>= 250 V, 1 NO ZB4BW061","This Harmony XB4, light block with body/fixing collar isoperates with BA9s bulb. It has 1 x NO contact and a metal body and is compatible with Harmony XB4 pilot lights. This light block allows fast and easy replacement and configuration of your signaling units. It is easily installed and replaced on compatible illuminated push button or selector switch units via clip together assembly and connected with simple screw-clamp connections. It enables visual distinction of signaling units via illumination by connected with BA9s bulb. It protects operators from unexpected contact with live circuits thanks to its IP20 protection index. It is designed to fit with a standard 22mm control and signaling units, ensuring compatibility when installing in pre-existing machinery. Its wide range of operating temperatures from -40°C to 55°C allows versatility in usage of product.                 ",200,13.43,https://download.schneider-electric.com/files?p_Doc_Ref=XB4_632_CPODA2016174&p_File_Type=rendition_4000_png,https://www.se.com/uk/en/product/download-pdf/ZB4BW061,Schneider,"Push Buttons, Switches, Pilot Lights and Joysticks"
ZB4BW065,"Schneider Harmony XB4, Light block with body/fixing collar, metal, for BA9s bulb, <lt/>= 250 V, 1 NO + 1 NC ZB4BW065","This Harmony XB4, light block with body/fixing collar isoperates with BA9s bulb. It has 1 x NO + 1 x NC contacts and a metal body and is compatible with Harmony XB4 pilot lights. This light block allows fast and easy replacement and configuration of your signaling units. It is easily installed and replaced on compatible illuminated push button or selector switch units via clip together assembly and connected with simple screw-clamp connections. It enables visual distinction of signaling units via illumination by connected with BA9s bulb. It protects operators from unexpected contact with live circuits thanks to its IP20 protection index. It is designed to fit with a standard 22mm control and signaling units, ensuring compatibility when installing in pre-existing machinery. Its wide range of operating temperatures from -40°C to 55°C allows versatility in usage of product.                 ",200,17.87,https://download.schneider-electric.com/files?p_Doc_Ref=XB4_632_CPODA2016174&p_File_Type=rendition_4000_png,https://www.se.com/uk/en/product/download-pdf/ZB4BW065,Schneider,"Push Buttons, Switches, Pilot Lights and Joysticks"
ZB4BW0B11,"Schneider Harmony XB4, Light block with body/fixing collar, metal, white, integral LED, 24 V AC/DC, 1 NO ZB4BW0B11","This Harmony XB4, light block with body/fixing collar is white, operates with an integral LED. It has 1 x NO contact and a metal body and is compatible with Harmony XB4 pilot lights. This light block allows fast and easy replacement and configuration of your signaling units. It is easily installed and replaced on compatible illuminated push button or selector switch units via clip together assembly and connected with simple screw-clamp connections. It enables visual distinction of signaling units via illumination by integral LED. It is impact resistant, dust resistant, water resistant and vibration resistant thanks to its IP66. It is designed to fit with a standard 22mm control and signaling units, ensuring compatibility when installing in pre-existing machinery. Its wide range of operating temperatures from -40°C to 55°C allows versatility in usage of product.                 ",200,16.26,https://download.schneider-electric.com/files?p_Doc_Ref=XB4_632_CPODA2016184&p_File_Type=rendition_4000_png,https://www.se.com/uk/en/product/download-pdf/ZB4BW0B11,Schneider,"Push Buttons, Switches, Pilot Lights and Joysticks"
ZB4BW0B15,"Schneider Harmony XB4, Light block with body/fixing collar, metal, white, integral LED, 24 V AC/DC, 1 NO + 1 NC ZB4BW0B15","This Harmony XB4, light block with body/fixing collar is white, operates with an integral LED. It has 1 x NO + 1 x NC contacts and a metal body and is compatible with Harmony XB4 pilot lights. This light block allows fast and easy replacement and configuration of your signaling units. It is easily installed and replaced on compatible illuminated push button or selector switch units via clip together assembly and connected with simple screw-clamp connections. It enables visual distinction of signaling units via illumination by integral LED. It is impact resistant, dust resistant, water resistant and vibration resistant thanks to its IP66. It is designed to fit with a standard 22mm control and signaling units, ensuring compatibility when installing in pre-existing machinery. Its wide range of operating temperatures from -40°C to 55°C allows versatility in usage of product.                 ",200,20.5,https://download.schneider-electric.com/files?p_Doc_Ref=XB4_632_CPODA2016184&p_File_Type=rendition_4000_png,https://www.se.com/uk/en/product/download-pdf/ZB4BW0B15,Schneider,"Push Buttons, Switches, Pilot Lights and Joysticks"
ZB4BW0B31,"Schneider Harmony XB4, Light block with body/fixing collar, metal, green, integral LED, 24 V AC/DC, 1 NO ZB4BW0B31","This Harmony XB4, light block with body/fixing collar is green, operates with an integral LED. It has 1 x NO contact and a metal body and is compatible with Harmony XB4 pilot lights. This light block allows fast and easy replacement and configuration of your signaling units. It is easily installed and replaced on compatible illuminated push button or selector switch units via clip together assembly and connected with simple screw-clamp connections. It enables visual distinction of signaling units via illumination by integral LED. It is impact resistant, dust resistant, water resistant and vibration resistant thanks to its IP66. It is designed to fit with a standard 22mm control and signaling units, ensuring compatibility when installing in pre-existing machinery. Its wide range of operating temperatures from -40°C to 55°C allows versatility in usage of product.                 ",200,16.26,https://download.schneider-electric.com/files?p_Doc_Ref=XB4_632_CPODA2016184&p_File_Type=rendition_4000_png,https://www.se.com/uk/en/product/download-pdf/ZB4BW0B31,Schneider,"Push Buttons, Switches, Pilot Lights and Joysticks"
ZB4BW0B33,"Schneider Harmony XB4, Light block with body/fixing collar, metal, green, integral LED, 24 V AC/DC, 2 NO ZB4BW0B33","This Harmony XB4, light block with body/fixing collar is green, operates with an integral LED. It has 2 x NO contacts and a metal body and is compatible with Harmony XB4 pilot lights. This light block allows fast and easy replacement and configuration of your signaling units. It is easily installed and replaced on compatible illuminated push button or selector switch units via clip together assembly and connected with simple screw-clamp connections. It enables visual distinction of signaling units via illumination by integral LED. It is impact resistant, dust resistant, water resistant and vibration resistant thanks to its IP66. It is designed to fit with a standard 22mm control and signaling units, ensuring compatibility when installing in pre-existing machinery. Its wide range of operating temperatures from -40°C to 55°C allows versatility in usage of product.                 ",200,20.61,https://download.schneider-electric.com/files?p_Doc_Ref=XB4_632_CPODA2016184&p_File_Type=rendition_4000_png,https://www.se.com/uk/en/product/download-pdf/ZB4BW0B33,Schneider,"Push Buttons, Switches, Pilot Lights and Joysticks"
ZB4BW0B35,"Schneider Harmony XB4, Light block with body/fixing collar, metal, green, integral LED, 24 V AC/DC, 1 NO + 1 NC ZB4BW0B35","This Harmony XB4, light block with body/fixing collar is green, operates with an integral LED. It has 1 x NO + 1 x NC contacts and a metal body and is compatible with Harmony XB4 pilot lights. This light block allows fast and easy replacement and configuration of your signaling units. It is easily installed and replaced on compatible illuminated push button or selector switch units via clip together assembly and connected with simple screw-clamp connections. It enables visual distinction of signaling units via illumination by integral LED. It is impact resistant, dust resistant, water resistant and vibration resistant thanks to its IP66. It is designed to fit with a standard 22mm control and signaling units, ensuring compatibility when installing in pre-existing machinery. Its wide range of operating temperatures from -40°C to 55°C allows versatility in usage of product.                 ",200,21.12,https://download.schneider-electric.com/files?p_Doc_Ref=XB4_632_CPODA2016184&p_File_Type=rendition_4000_png,https://www.se.com/uk/en/product/download-pdf/ZB4BW0B35,Schneider,"Push Buttons, Switches, Pilot Lights and Joysticks"
ZB4BW0B41,"Schneider Harmony XB4, Light block with body/fixing collar, metal, red, integral LED, 24 V AC/DC, 1 NO ZB4BW0B41","This Harmony XB4, light block with body/fixing collar is red, operates with an integral LED. It has 1 x NO contact and a metal body and is compatible with Harmony XB4 pilot lights. This light block allows fast and easy replacement and configuration of your signaling units. It is easily installed and replaced on compatible illuminated push button or selector switch units via clip together assembly and connected with simple screw-clamp connections. It enables visual distinction of signaling units via illumination by integral LED. It is impact resistant, dust resistant, water resistant and vibration resistant thanks to its IP66. It is designed to fit with a standard 22mm control and signaling units, ensuring compatibility when installing in pre-existing machinery. Its wide range of operating temperatures from -40°C to 55°C allows versatility in usage of product.                 ",200,15.95,https://download.schneider-electric.com/files?p_Doc_Ref=XB4_632_CPODA2016184&p_File_Type=rendition_4000_png,https://www.se.com/uk/en/product/download-pdf/ZB4BW0B41,Schneider,"Push Buttons, Switches, Pilot Lights and Joysticks"
ZB4BW0B42,"Schneider Harmony XB4, Light block with body/fixing collar, metal, red, integral LED, 24 V AC/DC, 1 NC ZB4BW0B42","This Harmony XB4, light block with body/fixing collar is red, operates with an integral LED. It has 1 x NC contact and a metal body and is compatible with Harmony XB4 pilot lights. This light block allows fast and easy replacement and configuration of your signaling units. It is easily installed and replaced on compatible illuminated push button or selector switch units via clip together assembly and connected with simple screw-clamp connections. It enables visual distinction of signaling units via illumination by integral LED. It is impact resistant, dust resistant, water resistant and vibration resistant thanks to its IP66. It is designed to fit with a standard 22mm control and signaling units, ensuring compatibility when installing in pre-existing machinery. Its wide range of operating temperatures from -40°C to 55°C allows versatility in usage of product.                 ",200,16.25,https://download.schneider-electric.com/files?p_Doc_Ref=XB4_632_CPODA2016184&p_File_Type=rendition_4000_png,https://www.se.com/uk/en/product/download-pdf/ZB4BW0B42,Schneider,"Push Buttons, Switches, Pilot Lights and Joysticks"
ZB4BW0B45,"Schneider Harmony XB4, Light block with body/fixing collar, metal, red, integral LED, 24 V AC/DC, 1 NO + 1 NC ZB4BW0B45","This Harmony XB4, light block with body/fixing collar is red, operates with an integral LED. It has 1 x NO + 1 x NC contacts and a metal body and is compatible with Harmony XB4 pilot lights. This light block allows fast and easy replacement and configuration of your signaling units. It is easily installed and replaced on compatible illuminated push button or selector switch units via clip together assembly and connected with simple screw-clamp connections. It enables visual distinction of signaling units via illumination by integral LED. It is impact resistant, dust resistant, water resistant and vibration resistant thanks to its IP66. It is designed to fit with a standard 22mm control and signaling units, ensuring compatibility when installing in pre-existing machinery. Its wide range of operating temperatures from -40°C to 55°C allows versatility in usage of product.                 ",200,20.92,https://download.schneider-electric.com/files?p_Doc_Ref=XB4_632_CPODA2016184&p_File_Type=rendition_4000_png,https://www.se.com/uk/en/product/download-pdf/ZB4BW0B45,Schneider,"Push Buttons, Switches, Pilot Lights and Joysticks"
ZB4BW0B51,"Schneider Harmony XB4, Light block with body/fixing collar, metal, orange, integral LED, 24 V AC/DC, 1 NO ZB4BW0B51","This Harmony XB4, light block with body/fixing collar is orange, operates with an integral LED. It has 1 x NO contact and a metal body and is compatible with Harmony XB4 pilot lights. This light block allows fast and easy replacement and configuration of your signaling units. It is easily installed and replaced on compatible illuminated push button or selector switch units via clip together assembly and connected with simple screw-clamp connections. It enables visual distinction of signaling units via illumination by integral LED. It is impact resistant, dust resistant, water resistant and vibration resistant thanks to its IP66. It is designed to fit with a standard 22mm control and signaling units, ensuring compatibility when installing in pre-existing machinery. Its wide range of operating temperatures from -40°C to 55°C allows versatility in usage of product.                 ",200,16.43,https://download.schneider-electric.com/files?p_Doc_Ref=XB4_632_CPODA2016184&p_File_Type=rendition_4000_png,https://www.se.com/uk/en/product/download-pdf/ZB4BW0B51,Schneider,"Push Buttons, Switches, Pilot Lights and Joysticks"
ZB4BW0B55,"Schneider Harmony XB4, Light block with body/fixing collar, metal, orange, integral LED, 24 V AC/DC, 1 NO + 1 NC ZB4BW0B55","This Harmony XB4, light block with body/fixing collar is orange, operates with an integral LED. It has 1 x NO + 1 x NC contacts and a metal body and is compatible with Harmony XB4 pilot lights. This light block allows fast and easy replacement and configuration of your signaling units. It is easily installed and replaced on compatible illuminated push button or selector switch units via clip together assembly and connected with simple screw-clamp connections. It enables visual distinction of signaling units via illumination by integral LED. It is impact resistant, dust resistant, water resistant and vibration resistant thanks to its IP66. It is designed to fit with a standard 22mm control and signaling units, ensuring compatibility when installing in pre-existing machinery. Its wide range of operating temperatures from -40°C to 55°C allows versatility in usage of product.                 ",200,20.5,https://download.schneider-electric.com/files?p_Doc_Ref=XB4_632_CPODA2016184&p_File_Type=rendition_4000_png,https://www.se.com/uk/en/product/download-pdf/ZB4BW0B55,Schneider,"Push Buttons, Switches, Pilot Lights and Joysticks"
ZB4BW0B61,"Schneider Harmony XB4, Light block with body/fixing collar, metal, blue, integral LED, 24 V AC/DC, 1 NO ZB4BW0B61","This Harmony XB4, light block with body/fixing collar is blue, operates with an integral LED. It has 1 x NO contact and a metal body and is compatible with Harmony XB4 pilot lights. This light block allows fast and easy replacement and configuration of your signaling units. It is easily installed and replaced on compatible illuminated push button or selector switch units via clip together assembly and connected with simple screw-clamp connections. It enables visual distinction of signaling units via illumination by integral LED. It is impact resistant, dust resistant, water resistant and vibration resistant thanks to its IP66. It is designed to fit with a standard 22mm control and signaling units, ensuring compatibility when installing in pre-existing machinery. Its wide range of operating temperatures from -40°C to 55°C allows versatility in usage of product.                 ",200,16.26,https://download.schneider-electric.com/files?p_Doc_Ref=XB4_632_CPODA2016184&p_File_Type=rendition_4000_png,https://www.se.com/uk/en/product/download-pdf/ZB4BW0B61,Schneider,"Push Buttons, Switches, Pilot Lights and Joysticks"
ZB4BW0B65,"Schneider Harmony XB4, Light block with body/fixing collar, metal, blue, integral LED, 24 V AC/DC, 1 NO + 1 NC ZB4BW0B65","This Harmony XB4, light block with body/fixing collar is blue, operates with an integral LED. It has 1 x NO + 1 x NC contacts and a metal body and is compatible with Harmony XB4 pilot lights. This light block allows fast and easy replacement and configuration of your signaling units. It is easily installed and replaced on compatible illuminated push button or selector switch units via clip together assembly and connected with simple screw-clamp connections. It enables visual distinction of signaling units via illumination by integral LED. It is impact resistant, dust resistant, water resistant and vibration resistant thanks to its IP66. It is designed to fit with a standard 22mm control and signaling units, ensuring compatibility when installing in pre-existing machinery. Its wide range of operating temperatures from -40°C to 55°C allows versatility in usage of product.                 ",200,20.92,https://download.schneider-electric.com/files?p_Doc_Ref=XB4_632_CPODA2016184&p_File_Type=rendition_4000_png,https://www.se.com/uk/en/product/download-pdf/ZB4BW0B65,Schneider,"Push Buttons, Switches, Pilot Lights and Joysticks"
ZB4BW0G31,"Schneider Harmony XB4, Light block with body/fixing collar, metal, green, integral LED, 110...120 V AC, 1 NO ZB4BW0G31","This Harmony XB4, light block with body/fixing collar is green, operates with an integral LED. It has 1 x NO contact and a metal body and is compatible with Harmony XB4 pilot lights. This light block allows fast and easy replacement and configuration of your signaling units. It is easily installed and replaced on compatible illuminated push button or selector switch units via clip together assembly and connected with simple screw-clamp connections. It enables visual distinction of signaling units via illumination by integral LED. It is impact resistant, dust resistant, water resistant and vibration resistant thanks to its IP66. It is designed to fit with a standard 22mm control and signaling units, ensuring compatibility when installing in pre-existing machinery. Its wide range of operating temperatures from -40°C to 55°C allows versatility in usage of product.                 ",200,21.06,https://download.schneider-electric.com/files?p_Doc_Ref=XB4_632_CPODA2016184&p_File_Type=rendition_4000_png,https://www.se.com/uk/en/product/download-pdf/ZB4BW0G31,Schneider,"Push Buttons, Switches, Pilot Lights and Joysticks"
ZB4BW0G35,"Schneider Harmony XB4, Light block with body/fixing collar, metal, green, integral LED, 110...120 V AC, 1 NO + 1 NC ZB4BW0G35","This Harmony XB4, light block with body/fixing collar is green, operates with an integral LED. It has 1 x NO + 1 x NC contacts and a metal body and is compatible with Harmony XB4 pilot lights. This light block allows fast and easy replacement and configuration of your signaling units. It is easily installed and replaced on compatible illuminated push button or selector switch units via clip together assembly and connected with simple screw-clamp connections. It enables visual distinction of signaling units via illumination by integral LED. It is impact resistant, dust resistant, water resistant and vibration resistant thanks to its IP66. It is designed to fit with a standard 22mm control and signaling units, ensuring compatibility when installing in pre-existing machinery. Its wide range of operating temperatures from -40°C to 55°C allows versatility in usage of product.                 ",200,25.05,https://download.schneider-electric.com/files?p_Doc_Ref=101251-2&p_File_Type=rendition_4000_png,https://www.se.com/uk/en/product/download-pdf/ZB4BW0G35,Schneider,"Push Buttons, Switches, Pilot Lights and Joysticks"
